Topic ID,Title,Fancy Title,Slug,Posts Count,Requested Amount,Status,Reply Count,Highest Post Number,Created At,Last Posted At,Views,Like Count,Tags,Last Poster Username,Category ID,posters,Original Poster ID
17192,[Prime Protocol] [FINAL] [STIP - Round 1],[Prime Protocol] [FINAL] [STIP - Round 1],prime-protocol-final-stip-round-1,12,"3,00,000",Passed,6,13,26-09-2023 20:18,12-10-2023 16:25,1508,4,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12983, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12983
16645,[Dopex] [FINAL] [STIP - Round 1],[Dopex] [FINAL] [STIP - Round 1],dopex-final-stip-round-1,46,"15,00,000",Passed,15,48,21-09-2023 12:55,12-10-2023 16:23,4738,111,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 10426, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12662, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12856, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",10426
17540,[MUX Protocol] [FINAL] [STIP - Round 1],[MUX Protocol] [FINAL] [STIP - Round 1],mux-protocol-final-stip-round-1,36,"60,00,000",Passed,14,37,28-09-2023 02:56,12-10-2023 16:19,3789,38,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12293, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11825, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12910, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12293
17121,[Webacy] [FINAL] [STIP - Round 1],[Webacy] [FINAL] [STIP - Round 1],webacy-final-stip-round-1,25,"8,12,600",Failed,8,25,26-09-2023 14:05,12-10-2023 15:41,1983,17,[],maika,14,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12953, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 10318, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6529, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12953
16640,[Silo Finance] [FINAL] [STIP - Round 1],[Silo Finance] [FINAL] [STIP - Round 1],silo-finance-final-stip-round-1,36,"10,00,000",Passed,17,37,21-09-2023 09:46,12-10-2023 14:43,4336,83,[],Tenzent,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12691, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11825, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12974, 'primary_group_id': None, 'flair_group_id': None}]",12691
17537,[unshETH] [FINAL] [STIP - Round 1],[unshETH] [FINAL] [STIP - Round 1],unsheth-final-stip-round-1,28,"3,75,000",Passed,5,28,28-09-2023 02:46,12-10-2023 13:46,2748,37,[],wagmi,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13132, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6529, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8179, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 11974, 'primary_group_id': None, 'flair_group_id': None}]",13132
17546,[Relay Chain: James Bot] [FINAL] [STIP - Round 1],[Relay Chain: James Bot] [FINAL] [STIP - Round 1],relay-chain-james-bot-final-stip-round-1,15,"4,00,000",Failed,6,15,28-09-2023 03:11,12-10-2023 10:48,1675,6,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13135, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12831, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 4461, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13135
16988,[dForce] [FINAL] [ STIP - Round 1],[dForce] [FINAL] [ STIP - Round 1],dforce-final-stip-round-1,20,"10,00,000",Passed,10,21,25-09-2023 16:40,12-10-2023 10:47,2030,19,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12640, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13012, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12856, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11826, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12640
17454,[Wombex Finance] [FINAL] [STIP - Round 1],[Wombex Finance] [FINAL] [STIP - Round 1],wombex-finance-final-stip-round-1,9,"2,00,000",Failed,2,9,27-09-2023 21:28,12-10-2023 10:46,1485,0,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13094, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13094
17236,[Solv Protocol] [FINAL] [STIP - Round 1],[Solv Protocol] [FINAL] [STIP - Round 1],solv-protocol-final-stip-round-1,17,"1,50,000",Passed,8,17,27-09-2023 04:22,12-10-2023 10:44,2221,12,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13003, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12856, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13429, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13003
16648,"[Magpie, Penpie, Radpie, Campie] [FINAL] [STIP - Round 1]","[Magpie, Penpie, Radpie, Campie] [FINAL] [STIP - Round 1]",magpie-penpie-radpie-campie-final-stip-round-1,54,"12,50,000",Passed,21,54,21-09-2023 14:28,12-10-2023 10:43,3939,82,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11844, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11821, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11825, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",11844
17300,[OmniBTC] [FINAL] [STIP - Round 1],[OmniBTC] [FINAL] [STIP - Round 1],omnibtc-final-stip-round-1,17,"2,00,000",Failed,11,19,27-09-2023 11:18,12-10-2023 10:42,1765,8,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12999, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11821, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12999
16999,[CRYPTEX FINANCE] [FINAL] [STIP - Round 1],[CRYPTEX FINANCE] [FINAL] [STIP - Round 1],cryptex-finance-final-stip-round-1,10,"13,00,000",Failed,3,10,25-09-2023 18:20,12-10-2023 09:16,1837,15,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12715, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11927, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12715
17222,[0xGen] [FINAL] [STIP - Round 1],[0xGen] [FINAL] [STIP - Round 1],0xgen-final-stip-round-1,10,"2,00,000",Failed,6,10,27-09-2023 03:01,12-10-2023 09:15,1610,0,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12926, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12926
17109,[Abracadabra DAO (MIM)] [FINAL] [STIP - Round 1],[Abracadabra DAO (MIM)] [FINAL] [STIP - Round 1],abracadabra-dao-mim-final-stip-round-1,33,"15,00,000",Passed,14,34,26-09-2023 12:56,12-10-2023 09:11,3382,93,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12927, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12950, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11825, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12445, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12927
17326,[Modular Wallet] [FINAL] [STIP - Round 1],[Modular Wallet] [FINAL] [STIP - Round 1],modular-wallet-final-stip-round-1,11,"2,00,000",Failed,5,12,27-09-2023 12:58,12-10-2023 09:06,1902,7,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13045, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 4461, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13045
17245,[CIAN] [FINAL] [STIP - Round 1],[CIAN] [FINAL] [STIP - Round 1],cian-final-stip-round-1,11,"3,80,000",Failed,6,13,27-09-2023 06:39,12-10-2023 09:06,1884,11,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12719, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13010, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12719
17325,[Archi Finance][FINAL][STIP - Round 1],[Archi Finance][FINAL][STIP - Round 1],archi-finance-final-stip-round-1,14,"7,50,000",Failed,2,14,27-09-2023 12:52,12-10-2023 09:03,2179,5,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12919, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7334, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12919
16848,[Notional] [FINAL] [STIP - Round 1],[Notional] [FINAL] [STIP - Round 1],notional-final-stip-round-1,15,"5,00,000",Passed,2,15,23-09-2023 14:08,12-10-2023 08:38,2101,9,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12778, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7961, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12963, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12778
17328,[Stella] [FINAL] [STIP - Round 1],[Stella] [FINAL] [STIP - Round 1],stella-final-stip-round-1,21,"1,86,000",Passed,3,21,27-09-2023 13:07,12-10-2023 08:36,2391,23,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11980, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12493, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",11980
16565,[Arrakis Finance] [FINAL] [STIP - Round 1],[Arrakis Finance] [FINAL] [STIP - Round 1],arrakis-finance-final-stip-round-1,28,"8,06,000",Passed,14,30,20-09-2023 12:59,12-10-2023 07:12,3153,20,['proposal'],Squirrel,14,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12650, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12606, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12831, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12650
17434,[Guru Network] [FINAL] [STIP - Round 1],[Guru Network] [FINAL] [STIP - Round 1],guru-network-final-stip-round-1,18,"1,33,700",Failed,5,19,27-09-2023 20:49,11-10-2023 22:09,1817,31,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13073, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12648, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13073
17517,[Shell Protocol] [FINAL] [STIP - Round 1],[Shell Protocol] [FINAL] [STIP - Round 1],shell-protocol-final-stip-round-1,24,"7,50,000",Passed,11,24,28-09-2023 01:57,11-10-2023 22:08,2757,39,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13111, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13158, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13111
17234,[Pendle][FINAL] [STIP - Round 1],[Pendle][FINAL] [STIP - Round 1],pendle-final-stip-round-1,33,"20,00,000",Passed,6,34,27-09-2023 04:19,11-10-2023 21:59,4157,86,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 7603, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12710, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12910, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",7603
17306,[XY Finance] [FINAL] [STIP - Round 1],[XY Finance] [FINAL] [STIP - Round 1],xy-finance-final-stip-round-1,9,"5,00,000",Failed,1,9,27-09-2023 11:44,11-10-2023 21:42,1572,5,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13020, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8179, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13020
16941,[JOJO Exchange] [FINAL] [STIP - Round 1],[JOJO Exchange] [FINAL] [STIP - Round 1],jojo-exchange-final-stip-round-1,23,"2,00,000",Passed,15,23,25-09-2023 08:16,11-10-2023 21:38,2869,24,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12860, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12856, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12382, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12860
17180,[GMD Ecosystem] [FINAL] [STIP - Round 1],[GMD Ecosystem] [FINAL] [STIP - Round 1],gmd-ecosystem-final-stip-round-1,30,"800,000-1,050,000",Failed,13,32,26-09-2023 18:23,11-10-2023 21:37,2847,59,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12076, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13301, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12606, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12076
17507,[Stargate Finance] [FINAL] [STIP - Round 1],[Stargate Finance] [FINAL] [STIP - Round 1],stargate-finance-final-stip-round-1,16,"20,00,000",Passed,6,16,28-09-2023 01:33,11-10-2023 21:35,2394,22,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 13099, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7334, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13099
17119,[Lido] [FINAL] [STIP - Round 1],[Lido] [FINAL] [STIP - Round 1],lido-final-stip-round-1,57,"40,00,000",Failed,25,58,26-09-2023 13:59,11-10-2023 21:34,4564,174,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12883, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12431, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12883
17280,[Vela Exchange] [FINAL] [STIP - Round 1],[Vela Exchange] [FINAL] [STIP - Round 1],vela-exchange-final-stip-round-1,31,"10,00,000",Passed,7,31,27-09-2023 09:43,11-10-2023 21:33,2993,82,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12440, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 10122, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12440
17022,[tBTC] [FINAL] [STIP - Round 1],[tBTC] [FINAL] [STIP - Round 1],tbtc-final-stip-round-1,14,"7,50,000",Failed,8,14,25-09-2023 21:37,11-10-2023 21:32,1855,30,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12902, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11821, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 4461, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12902
17370,[Equilibria] [FINAL] [STIP - Round 1],[Equilibria] [FINAL] [STIP - Round 1],equilibria-final-stip-round-1,29,"7,50,000",Failed,7,30,27-09-2023 15:49,11-10-2023 21:28,2115,55,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12943, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6702, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13321, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12943
17132,[Range Protocol] [FINAL] [STIP - Round 1],[Range Protocol] [FINAL] [STIP - Round 1],range-protocol-final-stip-round-1,11,"4,50,000",Failed,3,12,26-09-2023 14:45,04-10-2023 02:38,1470,2,['proposal'],cliffton.eth,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12901, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12711, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12606, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}]",12901
